date,store_id,item_id,temperature,is_holiday,units_sold
2024-10-03,Asansol,Dal,20.31,0,146
2024-10-03,Asansol,Atta,30.68,0,182
2024-10-03,Durgapur,Rice,23.28,0,159
2024-10-03,Durgapur,Wheat,28.93,0,142
2024-10-03,Durgapur,Sugar,37.1,0,75
2024-10-03,Durgapur,Salt,28.86,0,87
2024-10-03,Durgapur,Oil,28.71,0,97
2024-10-03,Durgapur,Milk,27.49,0,116
2024-10-03,Durgapur,Potato,37.53,0,78
2024-10-03,Durgapur,Onion,27.02,0,161
2024-10-03,Durgapur,Dal,27.83,0,189
2024-10-03,Durgapur,Atta,28.63,0,190
2024-10-03,Siliguri,Rice,27.42,0,183
2024-10-03,Siliguri,Wheat,38.69,0,90
2024-10-03,Siliguri,Sugar,25.74,0,144
2024-10-03,Siliguri,Salt,26.76,0,79
2024-10-03,Siliguri,Oil,30.75,0,149
2024-10-03,Siliguri,Milk,30.82,0,160
2024-10-03,Siliguri,Potato,29.47,0,124
2024-10-03,Siliguri,Onion,30.7,0,108
2024-10-03,Siliguri,Dal,24.91,0,60
2024-10-03,Siliguri,Atta,20.1,0,196
2024-10-03,Howrah,Rice,21.98,0,116
2024-10-03,Howrah,Wheat,35.06,0,55
2024-10-03,Howrah,Sugar,22.97,0,139
2024-10-03,Howrah,Salt,25.8,0,99
2024-10-03,Howrah,Oil,28.36,0,135
2024-10-03,Howrah,Milk,29.62,0,66
2024-10-03,Howrah,Potato,30.23,0,116
2024-10-03,Howrah,Onion,34.06,0,95
2024-10-03,Howrah,Dal,23.67,0,159
2024-10-03,Howrah,Atta,27.7,0,112
2024-10-04,Kolkata,Rice,23.02,0,178
2024-10-04,Kolkata,Wheat,28.86,0,101
2024-10-04,Kolkata,Sugar,20.16,0,107
2024-10-04,Kolkata,Salt,29.3,0,158
2024-10-04,Kolkata,Oil,29.94,0,145
2024-10-04,Kolkata,Milk,23.2,0,73
2024-10-04,Kolkata,Potato,32.36,0,183
2024-10-04,Kolkata,Onion,33.2,0,131
2024-10-04,Kolkata,Dal,26.26,0,46
2024-10-04,Kolkata,Atta,23.25,0,119
2024-10-04,Asansol,Rice,25.59,0,60
2024-10-04,Asansol,Wheat,25.99,0,87
2024-10-04,Asansol,Sugar,26.29,0,202
2024-10-04,Asansol,Salt,24.04,0,134
2024-10-04,Asansol,Oil,39.9,0,101
2024-10-04,Asansol,Milk,30.42,0,95
2024-10-04,Asansol,Potato,30.64,0,166
2024-10-04,Asansol,Onion,33.87,0,104
2024-10-04,Asansol,Dal,24.18,0,178
2024-10-04,Asansol,Atta,31.87,0,181
2024-10-04,Durgapur,Rice,27.31,0,63
2024-10-04,Durgapur,Wheat,28.53,0,151
2024-10-04,Durgapur,Sugar,19.92,0,148
2024-10-04,Durgapur,Salt,28.18,0,133
2024-10-04,Durgapur,Oil,26.66,0,66
2024-10-04,Durgapur,Milk,29.17,0,166
2024-10-04,Durgapur,Potato,25.45,0,97
2024-10-04,Durgapur,Onion,33.11,0,158
2024-10-04,Durgapur,Dal,29.47,0,131
2024-10-04,Durgapur,Atta,43.38,0,81
2024-10-04,Siliguri,Rice,30.24,0,151
2024-10-04,Siliguri,Wheat,26.19,0,145
2024-10-04,Siliguri,Sugar,38.13,0,85
2024-10-04,Siliguri,Salt,24.99,0,134
2024-10-04,Siliguri,Oil,33.91,0,56
2024-10-04,Siliguri,Milk,29.21,0,101
2024-10-04,Siliguri,Potato,25.13,0,171
2024-10-04,Siliguri,Onion,32.29,0,146
2024-10-04,Siliguri,Dal,27.6,0,78
2024-10-04,Siliguri,Atta,25.41,0,124
2024-10-04,Howrah,Rice,33.82,0,176
2024-10-04,Howrah,Wheat,26.18,0,44
2024-10-04,Howrah,Sugar,32.62,0,189
2024-10-04,Howrah,Salt,26.73,0,157
2024-10-04,Howrah,Oil,31.9,0,60
2024-10-04,Howrah,Milk,23.88,0,215
2024-10-04,Howrah,Potato,27.46,0,199
2024-10-04,Howrah,Onion,33.9,0,135
2024-10-04,Howrah,Dal,22.27,0,87
2024-10-04,Howrah,Atta,28.67,0,183
2024-10-05,Kolkata,Rice,25.68,0,103
2024-10-05,Kolkata,Wheat,19.05,0,92
2024-10-05,Kolkata,Sugar,27.77,0,97
2024-10-05,Kolkata,Salt,31.52,0,114
2024-10-05,Kolkata,Oil,28.88,0,106
2024-10-05,Kolkata,Milk,31.53,0,164
2024-10-05,Kolkata,Potato,22.66,0,120
2024-10-05,Kolkata,Onion,29.0,0,193
2024-10-05,Kolkata,Dal,27.56,0,123
2024-10-05,Kolkata,Atta,31.13,0,72
2024-10-05,Asansol,Rice,30.57,0,134
2024-10-05,Asansol,Wheat,29.91,0,150
2024-10-05,Asansol,Sugar,16.96,0,90
2024-10-05,Asansol,Salt,24.46,0,148
2024-10-05,Asansol,Oil,35.94,0,118
2024-10-05,Asansol,Milk,27.48,0,133
2024-10-05,Asansol,Potato,37.52,0,126
2024-10-05,Asansol,Onion,33.14,0,86
2024-10-05,Asansol,Dal,24.83,0,219
2024-10-05,Asansol,Atta,32.83,0,101
2024-10-05,Durgapur,Rice,25.39,0,144
2024-10-05,Durgapur,Wheat,31.13,0,214
2024-10-05,Durgapur,Sugar,22.68,0,211
2024-10-05,Durgapur,Salt,35.55,0,165
2024-10-05,Durgapur,Oil,36.56,0,200
2024-10-05,Durgapur,Milk,28.82,0,100
2024-10-05,Durgapur,Potato,24.7,0,83
2024-10-05,Durgapur,Onion,32.4,0,108
2024-10-05,Durgapur,Dal,28.35,0,83
2024-10-05,Durgapur,Atta,24.62,0,205
2024-10-05,Siliguri,Rice,24.83,0,179
2024-10-05,Siliguri,Wheat,28.44,0,148
2024-10-05,Siliguri,Sugar,27.48,0,209
2024-10-05,Siliguri,Salt,30.03,0,116
2024-10-05,Siliguri,Oil,30.2,0,120
2024-10-05,Siliguri,Milk,28.88,0,150
2024-10-05,Siliguri,Potato,22.58,0,78
2024-10-05,Siliguri,Onion,21.04,0,116
2024-10-05,Siliguri,Dal,19.2,0,88
2024-10-05,Siliguri,Atta,26.26,0,79
2024-10-05,Howrah,Rice,22.97,0,102
2024-10-05,Howrah,Wheat,29.92,0,92
2024-10-05,Howrah,Sugar,33.95,0,117
2024-10-05,Howrah,Salt,24.2,0,103
2024-10-05,Howrah,Oil,21.22,0,213
2024-10-05,Howrah,Milk,25.88,0,96
2024-10-05,Howrah,Potato,16.5,0,56
2024-10-05,Howrah,Onion,40.47,0,202
2024-10-05,Howrah,Dal,22.64,0,173
2024-10-05,Howrah,Atta,24.96,0,131
2024-10-06,Kolkata,Rice,26.84,1,187
2024-10-06,Kolkata,Wheat,32.32,1,185
2024-10-06,Kolkata,Sugar,31.11,1,123
2024-10-06,Kolkata,Salt,23.78,1,182
2024-10-06,Kolkata,Oil,34.93,1,188
2024-10-06,Kolkata,Milk,29.24,1,142
2024-10-06,Kolkata,Potato,33.62,1,195
2024-10-06,Kolkata,Onion,26.89,1,152
2024-10-06,Kolkata,Dal,30.44,1,162
2024-10-06,Kolkata,Atta,26.76,1,236
2024-10-06,Asansol,Rice,23.09,1,176
2024-10-06,Asansol,Wheat,27.63,1,112
2024-10-06,Asansol,Sugar,32.36,1,214
2024-10-06,Asansol,Salt,29.41,1,111
2024-10-06,Asansol,Oil,34.51,1,87
2024-10-06,Asansol,Milk,25.37,1,245
2024-10-06,Asansol,Potato,29.74,1,145
2024-10-06,Asansol,Onion,25.7,1,119
2024-10-06,Asansol,Dal,32.94,1,212
2024-10-06,Asansol,Atta,33.63,1,160
2024-10-06,Durgapur,Rice,21.32,1,224
2024-10-06,Durgapur,Wheat,31.9,1,162
2024-10-06,Durgapur,Sugar,27.59,1,215
2024-10-06,Durgapur,Salt,27.53,1,132
2024-10-06,Durgapur,Oil,34.93,1,183
2024-10-06,Durgapur,Milk,30.54,1,149
2024-10-06,Durgapur,Potato,39.27,1,200
2024-10-06,Durgapur,Onion,30.78,1,174
2024-10-06,Durgapur,Dal,28.59,1,135
2024-10-06,Durgapur,Atta,38.48,1,163
2024-10-06,Siliguri,Rice,27.65,1,169
2024-10-06,Siliguri,Wheat,21.14,1,148
2024-10-06,Siliguri,Sugar,29.78,1,197
2024-10-06,Siliguri,Salt,22.31,1,100
2024-10-06,Siliguri,Oil,26.1,1,95
2024-10-06,Siliguri,Milk,35.8,1,197
2024-10-06,Siliguri,Potato,31.43,1,221
2024-10-06,Siliguri,Onion,26.95,1,235
2024-10-06,Siliguri,Dal,28.71,1,181
2024-10-06,Siliguri,Atta,30.71,1,229
2024-10-06,Howrah,Rice,25.1,1,248
2024-10-06,Howrah,Wheat,34.37,1,248
2024-10-06,Howrah,Sugar,27.64,1,72
2024-10-06,Howrah,Salt,30.0,1,117
2024-10-06,Howrah,Oil,27.42,1,69
2024-10-06,Howrah,Milk,26.34,1,256
2024-10-06,Howrah,Potato,29.17,1,89
2024-10-06,Howrah,Onion,35.82,1,174
2024-10-06,Howrah,Dal,24.31,1,238
2024-10-06,Howrah,Atta,21.14,1,224
2024-10-07,Kolkata,Rice,35.35,0,60
2024-10-07,Kolkata,Wheat,28.14,0,59
2024-10-07,Kolkata,Sugar,21.26,0,112
2024-10-07,Kolkata,Salt,28.9,0,188
2024-10-07,Kolkata,Oil,29.55,0,74
2024-10-07,Kolkata,Milk,38.12,0,128
2024-10-07,Kolkata,Potato,35.18,0,65
2024-10-07,Kolkata,Onion,22.46,0,169
2024-10-07,Kolkata,Dal,27.31,0,59
2024-10-07,Kolkata,Atta,29.87,0,118
2024-10-07,Asansol,Rice,32.78,0,139
2024-10-07,Asansol,Wheat,24.86,0,179
2024-10-07,Asansol,Sugar,35.34,0,75
2024-10-07,Asansol,Salt,30.96,0,130
2024-10-07,Asansol,Oil,30.26,0,82
2024-10-07,Asansol,Milk,32.69,0,53
2024-10-07,Asansol,Potato,35.29,0,198
2024-10-07,Asansol,Onion,27.18,0,91
2024-10-07,Asansol,Dal,30.0,0,124
2024-10-07,Asansol,Atta,32.88,0,65
2024-10-07,Durgapur,Rice,22.31,0,146
2024-10-07,Durgapur,Wheat,27.08,0,152
2024-10-07,Durgapur,Sugar,29.15,0,69
2024-10-07,Durgapur,Salt,18.81,0,124
2024-10-07,Durgapur,Oil,27.48,0,138
2024-10-07,Durgapur,Milk,30.78,0,90
2024-10-07,Durgapur,Potato,24.66,0,171
2024-10-07,Durgapur,Onion,24.15,0,82
2024-10-07,Durgapur,Dal,25.8,0,198
2024-10-07,Durgapur,Atta,25.76,0,87
2024-10-07,Siliguri,Rice,16.46,0,195
2024-10-07,Siliguri,Wheat,30.1,0,77
2024-10-07,Siliguri,Sugar,31.41,0,65
2024-10-07,Siliguri,Salt,28.05,0,201
2024-10-07,Siliguri,Oil,31.24,0,115
2024-10-07,Siliguri,Milk,35.69,0,98
2024-10-07,Siliguri,Potato,21.56,0,119
2024-10-07,Siliguri,Onion,33.77,0,118
2024-10-07,Siliguri,Dal,21.9,0,181
2024-10-07,Siliguri,Atta,23.6,0,83
2024-10-07,Howrah,Rice,24.54,0,49
2024-10-07,Howrah,Wheat,29.03,0,87
2024-10-07,Howrah,Sugar,38.31,0,143
2024-10-07,Howrah,Salt,25.84,0,90
2024-10-07,Howrah,Oil,28.73,0,109
2024-10-07,Howrah,Milk,22.54,0,130
2024-10-07,Howrah,Potato,34.28,0,88
2024-10-07,Howrah,Onion,30.86,0,167
2024-10-07,Howrah,Dal,22.3,0,209
2024-10-07,Howrah,Atta,27.88,0,70
2024-10-08,Kolkata,Rice,27.36,0,153
2024-10-08,Kolkata,Wheat,32.47,0,137
2024-10-08,Kolkata,Sugar,24.9,0,132
2024-10-08,Kolkata,Salt,21.19,0,129
2024-10-08,Kolkata,Oil,37.63,0,108
2024-10-08,Kolkata,Milk,30.16,0,190
2024-10-08,Kolkata,Potato,33.29,0,75
2024-10-08,Kolkata,Onion,27.68,0,147
2024-10-08,Kolkata,Dal,35.86,0,178
2024-10-08,Kolkata,Atta,30.78,0,71
2024-10-08,Asansol,Rice,31.17,0,72
2024-10-08,Asansol,Wheat,26.34,0,161
2024-10-08,Asansol,Sugar,22.99,0,148
2024-10-08,Asansol,Salt,29.23,0,148
2024-10-08,Asansol,Oil,31.16,0,169
2024-10-08,Asansol,Milk,31.03,0,82
2024-10-08,Asansol,Potato,28.01,0,169
2024-10-08,Asansol,Onion,32.05,0,167
2024-10-08,Asansol,Dal,25.27,0,171
2024-10-08,Asansol,Atta,22.95,0,164
2024-10-08,Durgapur,Rice,25.27,0,131
2024-10-08,Durgapur,Wheat,26.66,0,198
2024-10-08,Durgapur,Sugar,30.14,0,80
2024-10-08,Durgapur,Salt,28.58,0,86
2024-10-08,Durgapur,Oil,38.29,0,190
2024-10-08,Durgapur,Milk,30.51,0,89
2024-10-08,Durgapur,Potato,36.69,0,49
2024-10-08,Durgapur,Onion,34.14,0,83
2024-10-08,Durgapur,Dal,30.05,0,184
2024-10-08,Durgapur,Atta,30.69,0,194
2024-10-08,Siliguri,Rice,15.21,0,113
2024-10-08,Siliguri,Wheat,18.31,0,123
2024-10-08,Siliguri,Sugar,22.48,0,159
2024-10-08,Siliguri,Salt,26.63,0,174
2024-10-08,Siliguri,Oil,35.52,0,118
2024-10-08,Siliguri,Milk,36.08,0,195
2024-10-08,Siliguri,Potato,29.04,0,118
2024-10-08,Siliguri,Onion,26.53,0,119
2024-10-08,Siliguri,Dal,26.64,0,57
2024-10-08,Siliguri,Atta,38.26,0,136
2024-10-08,Howrah,Rice,31.23,0,187
2024-10-08,Howrah,Wheat,21.23,0,157
2024-10-08,Howrah,Sugar,23.72,0,142
2024-10-08,Howrah,Salt,18.47,0,74
2024-10-08,Howrah,Oil,19.07,0,112
2024-10-08,Howrah,Milk,40.64,0,75
2024-10-08,Howrah,Potato,26.82,0,193
2024-10-08,Howrah,Onion,28.29,0,143
2024-10-08,Howrah,Dal,29.39,0,201
2024-10-08,Howrah,Atta,29.64,0,47
2024-10-09,Kolkata,Rice,39.3,0,140
2024-10-09,Kolkata,Wheat,27.11,0,209
2024-10-09,Kolkata,Sugar,17.49,0,81
2024-10-09,Kolkata,Salt,36.02,0,200
2024-10-09,Kolkata,Oil,25.26,0,128
2024-10-09,Kolkata,Milk,25.58,0,65
2024-10-09,Kolkata,Potato,33.95,0,128
2024-10-09,Kolkata,Onion,30.62,0,96
2024-10-09,Kolkata,Dal,29.07,0,138
2024-10-09,Kolkata,Atta,31.98,0,102
2024-10-09,Asansol,Rice,32.48,0,111
2024-10-09,Asansol,Wheat,32.38,0,138
2024-10-09,Asansol,Sugar,32.16,0,176
2024-10-09,Asansol,Salt,29.55,0,202
2024-10-09,Asansol,Oil,28.2,0,60
2024-10-09,Asansol,Milk,29.1,0,74
2024-10-09,Asansol,Potato,31.56,0,51
2024-10-09,Asansol,Onion,24.83,0,99
2024-10-09,Asansol,Dal,24.25,0,145
2024-10-09,Asansol,Atta,31.37,0,82
2024-10-09,Durgapur,Rice,35.04,0,58
2024-10-09,Durgapur,Wheat,23.87,0,61
2024-10-09,Durgapur,Sugar,29.05,0,198
2024-10-09,Durgapur,Salt,30.52,0,138
2024-10-09,Durgapur,Oil,31.08,0,89
2024-10-09,Durgapur,Milk,25.27,0,84
2024-10-09,Durgapur,Potato,33.86,0,165
2024-10-09,Durgapur,Onion,28.73,0,124
2024-10-09,Durgapur,Dal,32.23,0,81
2024-10-09,Durgapur,Atta,25.08,0,189
2024-10-09,Siliguri,Rice,23.77,0,135
2024-10-09,Siliguri,Wheat,28.36,0,153
2024-10-09,Siliguri,Sugar,24.66,0,106
2024-10-09,Siliguri,Salt,38.81,0,200
2024-10-09,Siliguri,Oil,31.48,0,90
2024-10-09,Siliguri,Milk,28.88,0,180
2024-10-09,Siliguri,Potato,28.33,0,106
2024-10-09,Siliguri,Onion,26.58,0,193
2024-10-09,Siliguri,Dal,27.44,0,148
2024-10-09,Siliguri,Atta,24.15,0,145
2024-10-09,Howrah,Rice,28.41,0,71
2024-10-09,Howrah,Wheat,26.04,0,140
2024-10-09,Howrah,Sugar,23.78,0,69
2024-10-09,Howrah,Salt,26.23,0,79
2024-10-09,Howrah,Oil,32.08,0,139
2024-10-09,Howrah,Milk,26.84,0,59
2024-10-09,Howrah,Potato,26.03,0,147
2024-10-09,Howrah,Onion,28.19,0,179
2024-10-09,Howrah,Dal,26.89,0,216
2024-10-09,Howrah,Atta,19.59,0,80
2024-10-10,Kolkata,Rice,27.52,0,139
2024-10-10,Kolkata,Wheat,21.02,0,108
2024-10-10,Kolkata,Sugar,23.38,0,127
2024-10-10,Kolkata,Salt,25.43,0,161
2024-10-10,Kolkata,Oil,26.1,0,161
2024-10-10,Kolkata,Milk,34.62,0,101
2024-10-10,Kolkata,Potato,36.49,0,81
2024-10-10,Kolkata,Onion,27.03,0,136
2024-10-10,Kolkata,Dal,26.19,0,181
2024-10-10,Kolkata,Atta,31.59,0,43
2024-10-10,Asansol,Rice,24.39,0,176
2024-10-10,Asansol,Wheat,18.48,0,157
2024-10-10,Asansol,Sugar,28.88,0,86
2024-10-10,Asansol,Salt,20.96,0,134
2024-10-10,Asansol,Oil,31.52,0,94
2024-10-10,Asansol,Milk,32.6,0,76
2024-10-10,Asansol,Potato,17.39,0,159
2024-10-10,Asansol,Onion,28.25,0,92
2024-10-10,Asansol,Dal,30.04,0,94
2024-10-10,Asansol,Atta,23.81,0,114
2024-10-10,Durgapur,Rice,33.54,0,157
2024-10-10,Durgapur,Wheat,21.78,0,161
2024-10-10,Durgapur,Sugar,32.0,0,107
2024-10-10,Durgapur,Salt,27.18,0,90
2024-10-10,Durgapur,Oil,19.18,0,120
2024-10-10,Durgapur,Milk,21.83,0,48
2024-10-10,Durgapur,Potato,17.11,0,173
2024-10-10,Durgapur,Onion,30.27,0,101
2024-10-10,Durgapur,Dal,24.42,0,110
2024-10-10,Durgapur,Atta,25.73,0,81
2024-10-10,Siliguri,Rice,23.42,0,85
2024-10-10,Siliguri,Wheat,29.38,0,142
2024-10-10,Siliguri,Sugar,30.51,0,68
2024-10-10,Siliguri,Salt,31.06,0,61
2024-10-10,Siliguri,Oil,25.11,0,53
2024-10-10,Siliguri,Milk,31.65,0,188
2024-10-10,Siliguri,Potato,34.7,0,135
2024-10-10,Siliguri,Onion,26.17,0,65
2024-10-10,Siliguri,Dal,26.35,0,197
2024-10-10,Siliguri,Atta,26.01,0,170
2024-10-10,Howrah,Rice,24.18,0,138
2024-10-10,Howrah,Wheat,26.82,0,132
2024-10-10,Howrah,Sugar,27.87,0,92
2024-10-10,Howrah,Salt,23.65,0,169
2024-10-10,Howrah,Oil,22.78,0,233
2024-10-10,Howrah,Milk,26.01,0,65
2024-10-10,Howrah,Potato,20.16,0,49
2024-10-10,Howrah,Onion,34.2,0,81
2024-10-10,Howrah,Dal,19.15,0,86
2024-10-10,Howrah,Atta,28.15,0,55
2024-10-11,Kolkata,Rice,24.18,0,190
2024-10-11,Kolkata,Wheat,22.81,0,62
2024-10-11,Kolkata,Sugar,28.95,0,68
2024-10-11,Kolkata,Salt,23.46,0,119
2024-10-11,Kolkata,Oil,34.85,0,74
2024-10-11,Kolkata,Milk,27.93,0,96
2024-10-11,Kolkata,Potato,20.45,0,168
2024-10-11,Kolkata,Onion,21.8,0,93
2024-10-11,Kolkata,Dal,21.77,0,62
2024-10-11,Kolkata,Atta,24.23,0,97
2024-10-11,Asansol,Rice,24.82,0,133
2024-10-11,Asansol,Wheat,28.26,0,122
2024-10-11,Asansol,Sugar,27.94,0,145
2024-10-11,Asansol,Salt,24.85,0,101
2024-10-11,Asansol,Oil,27.51,0,127
2024-10-11,Asansol,Milk,23.79,0,141
2024-10-11,Asansol,Potato,20.12,0,204
2024-10-11,Asansol,Onion,27.62,0,134
2024-10-11,Asansol,Dal,20.37,0,173
2024-10-11,Asansol,Atta,27.46,0,133
2024-10-11,Durgapur,Rice,31.03,0,202
2024-10-11,Durgapur,Wheat,25.02,0,98
2024-10-11,Durgapur,Sugar,25.54,0,163
2024-10-11,Durgapur,Salt,22.2,0,154
2024-10-11,Durgapur,Oil,31.05,0,184
2024-10-11,Durgapur,Milk,24.99,0,137
2024-10-11,Durgapur,Potato,31.85,0,161
2024-10-11,Durgapur,Onion,23.13,0,127
2024-10-11,Durgapur,Dal,25.74,0,62
2024-10-11,Durgapur,Atta,28.24,0,153
2024-10-11,Siliguri,Rice,33.84,0,53
2024-10-11,Siliguri,Wheat,23.74,0,84
2024-10-11,Siliguri,Sugar,30.77,0,158
2024-10-11,Siliguri,Salt,27.56,0,63
2024-10-11,Siliguri,Oil,29.53,0,128
2024-10-11,Siliguri,Milk,31.29,0,158
2024-10-11,Siliguri,Potato,33.86,0,168
2024-10-11,Siliguri,Onion,22.97,0,123
2024-10-11,Siliguri,Dal,26.58,0,60
2024-10-11,Siliguri,Atta,27.71,0,174
2024-10-11,Howrah,Rice,36.32,0,171
2024-10-11,Howrah,Wheat,34.42,0,205
2024-10-11,Howrah,Sugar,26.2,0,113
2024-10-11,Howrah,Salt,31.03,0,103
2024-10-11,Howrah,Oil,30.99,0,48
2024-10-11,Howrah,Milk,20.66,0,218
2024-10-11,Howrah,Potato,33.32,0,121
2024-10-11,Howrah,Onion,27.22,0,53
2024-10-11,Howrah,Dal,21.61,0,200
2024-10-11,Howrah,Atta,27.69,0,147
2024-10-12,Kolkata,Rice,24.85,0,157
2024-10-12,Kolkata,Wheat,26.48,0,120
2024-10-12,Kolkata,Sugar,29.75,0,97
2024-10-12,Kolkata,Salt,30.19,0,203
2024-10-12,Kolkata,Oil,33.11,0,81
2024-10-12,Kolkata,Milk,25.06,0,129
2024-10-12,Kolkata,Potato,26.59,0,210
2024-10-12,Kolkata,Onion,26.58,0,108
2024-10-12,Kolkata,Dal,30.44,0,86
2024-10-12,Kolkata,Atta,23.63,0,176
2024-10-12,Asansol,Rice,30.89,0,83
2024-10-12,Asansol,Wheat,39.74,0,80
